timestamp,cf_size__default,cf_size__lock,cf_size__raft,cf_size__write,CPU__basic_tikv_0,CPU__basic_tikv_1,CPU__basic_tikv_2,Duration_99__None,Handle_requests_duration_seconds_average__tso,Hot_write_Regions_leader_distribution__1,Hot_write_Regions_leader_distribution__25072,Hot_write_Regions_leader_distribution__25029,KV_Backoff_OPS__regionMiss,KV_Backoff_OPS__regionScheduling,KV_Backoff_OPS__tikvLockFast,KV_Backoff_OPS__tikvRPC,KV_Cmd_OPS__batch_get,KV_Cmd_OPS__commit,KV_Cmd_OPS__get,KV_Cmd_OPS__lock_keys,KV_Cmd_OPS__rollback,Memory__basic_tikv_0,Memory__basic_tikv_1,Memory__basic_tikv_2,Memory_Usage_HeapInuse__basic_tidb_0,Memory_Usage_HeapInuse__basic_tidb_1,Memory_Usage_process__basic_tidb_0,Memory_Usage_process__basic_tidb_1,Statement_OPS__Begin,Statement_OPS__Commit,Statement_OPS__Delete,Statement_OPS__Insert,Statement_OPS__RollBack,Statement_OPS__Select,Statement_OPS__Update,TiClient_Region_Error_OPS__epoch_not_match,TiClient_Region_Error_OPS__not_leader,TiClient_Region_Error_OPS__stale_command,TiClient_Region_Error_OPS__unknown,Transaction_OPS__commit,Transaction_OPS__rollback
1648413150,1131677689,18418018,152179123,1070929968,0.0840000000000001,0.077111111111111,0.0811111111111125,1.6642242335766473,8.50927484625e-05,3,4,5,0.0888888888888888,0.0888888888888888,4.311111111111111,0.0,16.91111111111111,19.044444444444444,73.82222222222222,514.6666666666666,0.0444444444444444,4484517888.0,4619505664.0,3580760064.0,36421632,207011840,129687552,412950528,16.51111111111111,16.533333333333335,0.5555555555555555,29.31111111111111,0.0,66.68888888888888,109.93333333333334,0.0,0.1777777777777777,0.3555555555555555,0.1555555555555555,18.11111111111111,0.0
1648413165,1152308489,29790746,153064931,1074044984,0.0824444444444451,0.0766666666666661,0.0862222222222222,1.6366933333333349,8.65728992747e-05,3,4,5,0.1333333333333333,0.1555555555555555,5.111111111111111,0.0,17.555555555555554,19.33333333333333,75.71111111111111,525.1777777777778,0.0444444444444444,4496953344.0,4633522176.0,3593052160.0,38535168,213729280,129687552,413757440,16.62222222222222,16.666666666666668,0.6222222222222221,29.84444444444444,0.0,68.11111111111111,113.13333333333334,0.0,0.1555555555555555,0.2666666666666666,0.1111111111111111,18.444444444444443,0.0
1648413180,1039965122,40017922,153760403,1076959072,0.0873333333333325,0.0777777777777774,0.0813333333333319,1.6144920171673849,8.6181560466e-05,4,4,4,0.1333333333333333,0.1555555555555555,6.111111111111111,0.0,18.24444444444444,19.64444444444444,78.04444444444444,534.6666666666667,0.0444444444444444,4508438528.0,4645392384.0,3474661376.0,40009728,217169920,129687552,413757440,17.022222222222222,17.022222222222222,0.6,30.666666666666668,0.0,69.13333333333334,115.57777777777775,0.0,0.1555555555555555,0.2666666666666666,0.1111111111111111,18.8,0.0
1648413195,1059522314,50866466,154608803,1079907656,0.1004444444444418,0.0793333333333318,0.0755555555555562,1.571155760368664,8.98484785669e-05,4,4,4,0.1333333333333333,0.1555555555555555,5.266666666666667,0.0,18.666666666666668,19.95555555555556,80.13333333333334,535.5333333333334,0.0444444444444444,4621139968.0,4689248256.0,3484954624.0,42180608,439648256,129687552,621899776,16.866666666666667,16.8,0.6888888888888888,30.53333333333333,0.0444444444444444,69.5111111111111,116.84444444444443,0.0,0.1555555555555555,0.2666666666666666,0.1111111111111111,21.08888888888889,0.0444444444444444
1648413210,1099441330,78262866,155323291,1091489064,0.1064444444444441,0.0817777777777783,0.0717777777777788,1.535250731707318,8.27635925239e-05,4,4,4,0.0,0.0,4.933333333333334,0.0,19.022222222222226,20.155555555555555,83.19999999999999,546.8222222222222,0.1333333333333333,4553482240.0,4685524992.0,3521269760.0,36995072,230539264,128618496,510521344,17.133333333333333,17.044444444444444,0.5333333333333333,31.82222222222222,0.0888888888888888,69.3111111111111,119.82222222222222,0.0,0.0,0.0,0.0,24.444444444444443,0.0888888888888888
1648413225,1122806386,91550106,156245611,1095084880,0.1057777777777784,0.0811111111111128,0.0722222222222228,1.539728155339815,8.58469488785e-05,5,5,4,0.0,0.0,4.644444444444444,0.0,18.31111111111111,19.933333333333334,82.75555555555555,535.5111111111112,0.1777777777777777,4563525632.0,4696170496.0,3527168000.0,39002112,204996608,128884736,415440896,16.866666666666667,16.733333333333334,0.6222222222222221,30.666666666666668,0.1333333333333333,69.44444444444443,116.17777777777776,0.0,0.0,0.0,0.0,24.31111111111111,0.1333333333333333
1648413240,1139016642,43162605,156939235,1097573088,0.1000000000000027,0.0822222222222233,0.0722222222222214,1.5304469651741297,8.66840716472e-05,5,5,4,0.0,0.0,5.6,0.0,18.82222222222222,19.977777777777774,82.46666666666665,549.9777777777778,0.1333333333333333,4546920448.0,4685651968.0,3510398976.0,41181184,207519744,129421312,415977472,17.288888888888888,17.244444444444444,0.6888888888888888,31.53333333333333,0.0888888888888888,71.15555555555555,119.44444444444444,0.0,0.0,0.0,0.0,22.244444444444444,0.0888888888888888
1648413255,1161014386,26951359,157839771,1101031336,0.0977777777777774,0.0777777777777773,0.0679999999999997,1.624893793103447,8.44118275818e-05,5,5,4,0.0,0.0,5.022222222222222,0.0,17.31111111111111,19.2,76.64444444444445,518.8222222222223,0.0666666666666666,4557635584.0,4695887872.0,3522080768.0,35610624,227287040,129470464,417325056,16.42222222222222,16.355555555555554,0.8222222222222222,28.84444444444444,0.0666666666666666,68.75555555555555,110.9111111111111,0.0,0.0,0.0,0.0,17.977777777777778,0.0666666666666666
1648413270,1176061482,35403487,158467243,1103429800,0.0968888888888877,0.076888888888887,0.06711111111111,1.641488925619838,8.70575182875e-05,5,5,4,0.0,0.0,4.466666666666667,0.0,17.044444444444444,18.977777777777774,74.77777777777779,508.8666666666667,0.1111111111111111,4567396352.0,4706369536.0,3532562432.0,36429824,222142464,129470464,417325056,16.355555555555554,16.288888888888888,0.7555555555555554,28.8,0.0666666666666666,67.44444444444444,108.6,0.0,0.0,0.0,0.0,17.799999999999997,0.0666666666666666
1648413285,1197401794,47582151,159372107,1106742576,0.0953333333333315,0.0753333333333342,0.0684444444444448,1.594114188034194,8.76057272737e-05,5,5,4,0.0,0.0,4.755555555555556,0.0,17.444444444444443,19.15555555555555,76.53333333333333,515.1111111111111,0.2222222222222222,4579418112.0,4717330432.0,3545382912.0,38256640,206397440,129470464,417325056,16.955555555555556,16.77777777777778,0.7555555555555554,29.244444444444444,0.1555555555555555,69.37777777777777,110.28888888888888,0.0,0.0,0.0,0.0,18.555555555555557,0.1555555555555555
1648413300,1214763962,57371655,160065219,1109397328,0.094666666666667,0.0757777777777787,0.0677777777777772,1.5966489270386224,8.62753227467e-05,5,5,4,0.0,0.0,5.066666666666666,0.0,17.844444444444445,19.222222222222214,77.51111111111112,519.5333333333334,0.2444444444444444,4459610112.0,4729032704.0,3554267136.0,40017920,222314496,129470464,417325056,17.022222222222222,16.844444444444445,0.6888888888888888,29.933333333333334,0.1777777777777777,69.02222222222221,112.0222222222222,0.0,0.0,0.0,0.0,18.48888888888889,0.1777777777777777
1648413315,1107983362,69307855,160936891,1112670584,0.0997777777777782,0.0748888888888891,0.0686666666666671,1.559073537117898,8.48525676203e-05,5,5,4,0.0,0.0,5.155555555555555,0.0,18.53333333333333,19.488888888888887,79.17777777777778,533.5777777777778,0.1555555555555555,4471820288.0,4742152192.0,3571789824.0,42188800,227852288,129470464,419487744,17.08888888888889,16.955555555555556,0.7777777777777778,30.31111111111111,0.1333333333333333,70.55555555555556,115.64444444444445,0.0,0.0,0.0,0.0,18.57777777777778,0.1333333333333333
1648413330,1125688434,79321367,161643451,1115457320,0.1044444444444454,0.0759999999999992,0.0675555555555549,1.5778059130434885,8.50533280368e-05,5,5,4,0.0,0.0,4.51111111111111,0.0,17.911111111111108,19.2,76.66666666666667,521.8,0.0888888888888888,4484771840.0,4755378176.0,3580579840.0,36118528,230727680,129470464,420294656,16.288888888888888,16.22222222222222,0.9333333333333332,28.933333333333334,0.0444444444444444,69.3111111111111,112.28888888888888,0.0,0.0,0.0,0.0,17.666666666666664,0.0444444444444444
1648413345,1148091818,92006975,162548747,1118991176,0.1082222222222229,0.0766666666666657,0.0671111111111116,1.551315478260879,8.44836615305e-05,5,5,4,0.0,0.0,4.222222222222222,0.0,18.02222222222222,19.31111111111111,76.46666666666667,526.2222222222223,0.0666666666666666,4496220160.0,4766855168.0,3590660096.0,38690816,228376576,130011136,420294656,16.42222222222222,16.4,1.022222222222222,28.53333333333333,0.0,70.53333333333333,113.04444444444444,0.0,0.0,0.0,0.0,18.08888888888889,0.0
1648413360,1163028474,19706436,163214707,1121304520,0.1044444444444433,0.0780000000000002,0.0662222222222232,1.5783253333333267,8.66398353325e-05,5,5,4,0.0,0.0,4.222222222222222,0.0,17.133333333333333,19.022222222222226,73.62222222222222,514.6888888888889,0.0666666666666666,4478201856.0,4748554240.0,3573694464.0,39780352,219480064,130011136,420294656,16.066666666666666,16.066666666666666,0.9777777777777776,27.755555555555556,0.0,68.35555555555555,109.66666666666669,0.0,0.0,0.0,0.0,17.68888888888889,0.0
1648413375,1192074154,36152644,164126395,1125029504,0.1095555555555559,0.0862222222222213,0.0688888888888895,1.5930932244897975,8.52073001797e-05,5,5,4,0.0,0.0,4.2,0.0,18.02222222222222,19.53333333333333,79.86666666666665,526.2666666666668,0.0444444444444444,4555042816.0,4698038272.0,3591639040.0,34684928,206307328,130822144,419627008,16.8,16.82222222222222,0.8,29.466666666666665,0.0222222222222222,69.86666666666666,113.24444444444444,0.0,0.0,0.0,0.0,29.577777777777776,0.0222222222222222
1648413390,1110165857,72337452,164854675,1141110008,0.1060000000000002,0.0866666666666668,0.0728888888888889,1.588053333333339,8.5871205229e-05,5,5,4,0.0222222222222222,0.0222222222222222,4.088888888888889,0.0,18.244444444444444,19.64444444444444,80.4888888888889,527.9555555555555,0.0666666666666666,4535726080.0,4673445888.0,3637334016.0,36708352,208404480,131088384,403197952,16.977777777777778,16.955555555555556,0.7333333333333333,30.177777777777774,0.0222222222222222,69.86666666666666,114.0,0.0,0.0444444444444444,0.0666666666666666,0.0222222222222222,29.866666666666667,0.0222222222222222
1648413405,1133010225,85861764,165690531,1145361968,0.1051111111111128,0.0857777777777786,0.0775555555555532,1.5753111864406786,8.16834802869e-05,5,4,5,0.0222222222222222,0.0222222222222222,3.822222222222222,0.0,18.53333333333333,19.977777777777774,84.1111111111111,511.4444444444444,0.1111111111111111,4546506752.0,4690141184.0,3649634304.0,38404096,208297984,131088384,403394560,16.755555555555553,16.733333333333334,0.6666666666666666,30.0,0.0444444444444444,68.75555555555555,112.82222222222222,0.0,0.0444444444444444,0.0666666666666666,0.0222222222222222,38.93333333333334,0.0444444444444444
1648413420,1151045937,96222140,166289219,1148553400,0.0888888888888879,0.0693333333333337,0.0746666666666664,1.5828243171806191,8.6741000808e-05,5,4,5,0.0222222222222222,0.0222222222222222,4.333333333333333,0.0,17.91111111111111,19.711111111111112,78.17777777777778,487.9333333333333,0.0888888888888888,4554575872.0,4696088576.0,3650633728.0,40452096,203194368,131088384,400461824,16.355555555555554,16.288888888888888,0.5555555555555555,29.688888888888886,0.0222222222222222,66.35555555555555,111.84444444444443,0.0,0.0444444444444444,0.0666666666666666,0.0222222222222222,27.688888888888886,0.0222222222222222
1648413435,1170050337,16370415,166991547,1151668256,0.0897777777777791,0.0662222222222214,0.072666666666666,1.6180479999999946,8.41049656333e-05,5,4,5,0.0,0.0,4.422222222222222,0.0,17.555555555555554,19.555555555555557,76.91111111111111,461.3111111111111,0.0444444444444444,4536193024.0,4679372800.0,3632742400.0,35069952,198483968,130822144,400461824,16.22222222222222,16.177777777777777,0.6,29.022222222222226,0.0222222222222222,66.22222222222221,109.97777777777776,0.0,0.0,0.0,0.0,27.6,0.0222222222222222
1648413450,1186460601,25510087,167566147,1154367976,0.0911111111111113,0.0639999999999989,0.0688888888888903,1.5735186885245904,8.55602415287e-05,5,4,5,0.0,0.0,5.066666666666666,0.0,18.77777777777777,20.155555555555555,79.4,486.6666666666667,0.0444444444444444,4546727936.0,4692013056.0,3649286144.0,41369600,212107264,131088384,400461824,17.133333333333333,17.177777777777774,0.6888888888888888,30.866666666666667,0.0,70.82222222222222,119.6,0.0,0.0,0.0,0.0,25.24444444444444,0.0
1648413465,1079698474,37439687,168293171,1157939848,0.0926666666666684,0.0653333333333335,0.070888888888889,1.58650645418326,8.5451865634e-05,5,4,5,0.0,0.0,4.555555555555555,0.0,18.377777777777776,20.02222222222222,79.0,476.3555555555556,0.1111111111111111,4556091392.0,4701290496.0,3526336512.0,36200448,202080256,131952640,399282176,17.0,17.0,0.7555555555555554,30.04444444444444,0.0444444444444444,70.84444444444443,116.37777777777777,0.0,0.0,0.0,0.0,25.31111111111111,0.0444444444444444
1648413480,1095860866,46517935,168872979,1160640088,0.0944444444444446,0.0640000000000012,0.0720000000000015,1.512091826086966,8.60640707198e-05,5,4,5,0.0,0.0,5.244444444444444,0.0,19.64444444444445,20.73333333333333,83.22222222222221,499.8,0.1333333333333333,4569108480.0,4713730048.0,3538763776.0,37986304,212582400,131952640,399282176,17.866666666666667,17.82222222222222,0.7555555555555554,32.0,0.0666666666666666,73.93333333333334,122.68888888888888,0.0,0.0,0.0,0.0,26.111111111111107,0.0666666666666666
1648413495,1112867114,55913471,169535979,1163481576,0.0886666666666677,0.0595555555555556,0.0700000000000001,1.6355722175732113,8.74928621825e-05,5,4,5,0.0,0.0,4.177777777777778,0.0,16.977777777777778,19.355555555555554,75.17777777777778,446.4888888888889,0.0888888888888888,4575178752.0,4720148480.0,3547070464.0,39550976,194256896,131952640,398487552,16.88888888888889,16.77777777777778,0.6666666666666666,28.88888888888889,0.0666666666666666,69.06666666666666,107.28888888888888,0.0,0.0,0.0,0.0,19.51111111111111,0.0666666666666666
1648413510,1125841506,63048991,170046091,1165596832,0.0917777777777762,0.0619999999999995,0.0688888888888882,1.5912691703056758,8.55723100817e-05,5,4,5,0.0,0.0,5.177777777777777,0.0,17.933333333333334,19.933333333333334,80.22222222222223,460.37777777777774,0.0888888888888888,4587339776.0,4732862464.0,3556900864.0,37650432,202104832,131952640,398487552,17.333333333333332,17.266666666666666,0.7555555555555554,29.666666666666668,0.0444444444444444,70.97777777777777,111.33333333333331,0.0,0.0,0.0,0.0,25.4,0.0444444444444444
1648413525,1148272258,75791319,170813283,1169361320,0.0895555555555547,0.0615555555555554,0.0695555555555553,1.6480423346303428,8.57078030264e-05,5,4,5,0.0,0.0,5.222222222222222,0.0,17.53333333333333,19.77777777777778,78.53333333333333,455.3333333333333,0.1111111111111111,4597755904.0,4743475200.0,3568943104.0,40673280,202801152,131952640,398487552,16.933333333333334,16.88888888888889,0.711111111111111,29.133333333333333,0.0444444444444444,69.95555555555555,110.15555555555557,0.0,0.0,0.0,0.0,25.244444444444447,0.0444444444444444
1648413540,1164694554,84877879,171397467,1172101456,0.0924444444444429,0.064444444444445,0.0715555555555551,1.5946724324324246,8.5767582368e-05,4,4,5,0.0,0.0,5.466666666666667,0.0,18.488888888888887,20.222222222222214,81.22222222222221,475.2,0.1333333333333333,4606681088.0,4758482944.0,3580661760.0,42967040,194756608,131952640,398487552,17.377777777777776,17.31111111111111,0.6888888888888888,30.6,0.0666666666666666,71.1111111111111,115.77777777777776,0.0,0.0,0.0,0.0,25.62222222222222,0.0666666666666666
1648413555,1182695930,66549407,172092251,1175031040,0.089555555555557,0.060666666666667,0.0715555555555572,1.6498823529411886,8.82155848407e-05,4,4,5,0.0,0.0,4.2,0.0,16.955555555555556,19.266666666666666,74.62222222222222,453.5777777777777,0.0888888888888888,4616630272.0,4736901120.0,3572948992.0,36904960,191578112,132489216,398053376,16.688888888888886,16.644444444444442,0.6222222222222221,28.933333333333334,0.0666666666666666,68.13333333333334,109.84444444444443,0.0,0.0,0.0,0.0,19.31111111111111,0.0666666666666666
1648413570,1197858034,18355251,172661747,1177561328,0.0913333333333314,0.0611111111111118,0.068222222222222,1.6100845344129482,8.33419592927e-05,4,4,5,0.0222222222222222,0.0,3.755555555555555,0.0,16.755555555555553,19.377777777777776,76.97777777777777,444.7777777777777,0.1111111111111111,4599267328.0,4746354688.0,3570802688.0,42942464,194002944,132489216,398045184,16.466666666666665,16.4,0.6888888888888888,28.111111111111107,0.0666666666666666,66.88888888888889,107.26666666666668,0.0,0.0222222222222222,0.0,0.0,24.666666666666664,0.0666666666666666
1648413585,1216631914,28807483,173364219,1180706520,0.0906666666666668,0.0626666666666661,0.0648888888888881,1.6255892887029215,8.68131798654e-05,4,4,4,0.0222222222222222,0.0,4.266666666666667,0.0,17.177777777777777,19.42222222222222,77.5111111111111,449.8666666666667,0.2222222222222222,4608581632.0,4756135936.0,3580272640.0,36855808,214622208,130469888,398045184,16.355555555555554,16.2,0.7333333333333333,28.444444444444443,0.1555555555555555,67.5111111111111,108.68888888888888,0.0,0.0222222222222222,0.0,0.0,24.71111111111111,0.1555555555555555
1648413600,1231522978,37170915,173904971,1183168744,0.0931111111111107,0.06488888888889,0.0628888888888884,1.6022974358974262,8.59035321342e-05,4,4,4,0.0222222222222222,0.0,4.644444444444444,0.0,17.866666666666664,19.73333333333333,79.5111111111111,456.88888888888886,0.2444444444444444,4619526144.0,4767760384.0,3591090176.0,38428672,209240064,131006464,398045184,16.62222222222222,16.444444444444443,0.8,29.133333333333333,0.1777777777777777,69.15555555555555,110.55555555555556,0.0,0.0222222222222222,0.0,0.0,24.91111111111111,0.1777777777777777
1648413615,1252959594,49236763,174668707,1186817384,0.0946666666666671,0.0686666666666655,0.0637777777777778,1.5728461135371077,8.55130424186e-05,4,4,4,0.0,0.0,5.066666666666666,0.0,18.4,19.73333333333333,79.02222222222221,466.68888888888887,0.1777777777777777,4501975040.0,4779757568.0,3602755584.0,39936000,192110592,131006464,398045184,17.2,17.044444444444444,0.8222222222222222,30.2,0.1555555555555555,71.64444444444443,113.37777777777777,0.0,0.0,0.0,0.0,19.91111111111111,0.1555555555555555
1648413630,1136720540,58160763,175231651,1139565502,0.1042222222222259,0.070222222222222,0.0673333333333339,1.53729620253165,8.34984745032e-05,4,4,4,0.0,0.0,5.288888888888889,0.0,19.42222222222222,20.4,83.13333333333334,478.9111111111111,0.1111111111111111,4408516608.0,4789633024.0,3614498816.0,38191104,197017600,130977792,398045184,17.688888888888886,17.644444444444442,0.9333333333333332,30.84444444444444,0.0666666666666666,74.2,116.82222222222222,0.0,0.0,0.0,0.0,25.93333333333333,0.0666666666666666
1648413645,1157509876,69866611,175980379,1143094542,0.1077777777777781,0.0715555555555548,0.0662222222222217,1.5170206896551708,8.70717458363e-05,4,4,4,0.0,0.0,5.888888888888888,0.0,19.755555555555556,20.488888888888887,83.57777777777777,482.8,0.1555555555555555,4412391424.0,4802097152.0,3623895040.0,40886272,196403200,131514368,397668352,17.84444444444444,17.755555555555553,1.0,30.95555555555556,0.0888888888888888,75.02222222222221,117.84444444444443,0.0,0.0,0.0,0.0,26.288888888888884,0.0888888888888888
1648413660,1176207836,80577363,176571859,1146348558,0.1086666666666686,0.0693333333333339,0.0702222222222216,1.5461064347825988,8.82640925388e-05,4,4,4,0.0,0.0,6.022222222222222,0.0,19.4,20.266666666666666,81.28888888888889,479.2888888888889,0.1999999999999999,4424683520.0,4813623296.0,3636084736.0,35102720,199450624,130461696,397668352,17.533333333333335,17.377777777777776,0.9777777777777776,30.444444444444443,0.1333333333333333,73.53333333333333,117.37777777777777,0.0,0.0,0.0,0.0,25.71111111111111,0.1333333333333333
1648413675,1194563948,90621059,177251619,1149343094,0.0968888888888856,0.0682222222222224,0.0673333333333324,1.584059733333334,8.90909862942e-05,4,4,4,0.0,0.0,5.533333333333333,0.0,18.066666666666663,19.42222222222222,75.73333333333333,456.6222222222222,0.1777777777777777,4433772544.0,4822425600.0,3645169664.0,35954688,192700416,130461696,397668352,17.0,16.82222222222222,0.8444444444444444,29.42222222222222,0.1555555555555555,70.1111111111111,111.2,0.0,0.0,0.0,0.0,19.51111111111111,0.1555555555555555
1648413690,1209142388,13764015,177807411,1151749246,0.0935555555555546,0.0704444444444454,0.0700000000000008,1.5615311210762213,8.6911996159e-05,4,4,4,0.0,0.0,5.2,0.0,18.555555555555557,19.95555555555556,78.88888888888889,466.4666666666666,0.1333333333333333,4417343488.0,4805365760.0,3629514752.0,34832384,197468160,128630784,397668352,17.177777777777774,17.08888888888889,0.711111111111111,30.42222222222222,0.0888888888888888,69.7111111111111,114.1111111111111,0.0,0.0,0.0,0.0,25.200000000000003,0.0888888888888888
1648413705,1229493564,25193487,178546667,1155099062,0.0895555555555542,0.0731111111111096,0.0671111111111112,1.5916721632653046,8.86632815857e-05,4,4,4,0.0,0.0,4.4,0.0,18.355555555555554,20.0,79.86666666666667,464.4,0.1555555555555555,4428787712.0,4688130048.0,3638173696.0,37453824,196960256,129167360,397668352,17.066666666666666,17.0,0.6444444444444444,30.466666666666665,0.0888888888888888,69.48888888888888,112.93333333333334,0.0,0.0,0.0,0.0,25.33333333333333,0.0888888888888888
